chrom	start	end	gene	feature_type
17	44259345	44259496	SLC4A1	Intron
17	44259497	44259581	SLC4A1	Exon/CDS
17	44259582	44259808	SLC4A1	Intron
17	44259809	44259932	SLC4A1	Exon/CDS
17	44259933	44260403	SLC4A1	Intron
17	44260404	44260539	SLC4A1	Exon/CDS
17	44260540	44260634	SLC4A1	Intron
17	44260635	44260815	SLC4A1	Exon/CDS
17	44260816	44261574	SLC4A1	Intron
17	44261575	44261636	SLC4A1	Exon/CDS
17	44261637	44262635	SLC4A1	Intron
17	44262636	44262726	SLC4A1	Exon/CDS
17	44262727	44262851	SLC4A1	Intron
17	44262852	44262866	SLC4A1	Exon/CDS
17	44262867	44268141	SLC4A1	UTR5
17	44268142	44278141	SLC4A1	Flanking UP
19	35815372	35825371	NPHS1	Flanking Down
19	35825372	35826513	NPHS1	UTR3
19	35826514	35826645	NPHS1	Exon/CDS
19	35826646	35830843	NPHS1	Intron
19	35830844	35830956	NPHS1	Exon/CDS
19	35830957	35831052	NPHS1	Intron
19	35831053	35831146	NPHS1	Exon/CDS
19	35831147	35831295	NPHS1	Intron
19	35831296	35831371	NPHS1	Exon/CDS
19	35831372	35831475	NPHS1	Intron
19	35831476	35831500	NPHS1	Exon/CDS
19	35831501	35831642	NPHS1	Intron
19	35831643	35831762	NPHS1	Exon/CDS
19	35831763	35835704	NPHS1	Intron
19	35835705	35835761	NPHS1	Exon/CDS
19	35835762	35839236	NPHS1	Intron
19	35839237	35839418	NPHS1	Exon/CDS
19	35839419	35839495	NPHS1	Intron
19	35839496	35839607	NPHS1	Exon/CDS
19	35839608	35841714	NPHS1	Intron
19	35841715	35841866	NPHS1	Exon/CDS
19	35841867	35842123	NPHS1	Intron
19	35842124	35842280	NPHS1	Exon/CDS
19	35842281	35842378	NPHS1	Intron
19	35842379	35842550	NPHS1	Exon/CDS
19	35842551	35843471	NPHS1	Intron
19	35843472	35843593	NPHS1	Exon/CDS
19	35843594	35844102	NPHS1	Intron
19	35844103	35844243	NPHS1	Exon/CDS
19	35844244	35844318	NPHS1	Intron
19	35844319	35844459	NPHS1	Exon/CDS
19	35844460	35845367	NPHS1	Intron
19	35845368	35845540	NPHS1	Exon/CDS
19	35845541	35845668	NPHS1	Intron
19	35845669	35845798	NPHS1	Exon/CDS
19	35845799	35846007	NPHS1	Intron
19	35846008	35846194	NPHS1	Exon/CDS
19	35846195	35848040	NPHS1	Intron
19	35848041	35848165	NPHS1	Exon/CDS
19	35848166	35848252	NPHS1	Intron
19	35848253	35848397	NPHS1	Exon/CDS
19	35848398	35848636	NPHS1	Intron
19	35848637	35848794	NPHS1	Exon/CDS
19	35848795	35848975	NPHS1	Intron
19	35848976	35849147	NPHS1	Exon/CDS
19	35849148	35849235	NPHS1	Intron
19	35849236	35849363	NPHS1	Exon/CDS
19	35849364	35849549	NPHS1	Intron
19	35849550	35849653	NPHS1	Exon/CDS
19	35849654	35850363	NPHS1	Intron
19	35850364	35850445	NPHS1	Exon/CDS
19	35850446	35850960	NPHS1	Intron
19	35850961	35851089	NPHS1	Exon/CDS
19	35851090	35851261	NPHS1	Intron
19	35851262	35851384	NPHS1	Exon/CDS
19	35851385	35851456	NPHS1	Intron
19	35851457	35851672	NPHS1	Exon/CDS
19	35851673	35851779	NPHS1	Intron
19	35851780	35851837	NPHS1	Exon/CDS
19	35851838	35869287	NPHS1	UTR5
19	35869288	35879287	NPHS1	Flanking UP
X	49912596	49922595	CLCN5	Flanking UP
X	49922596	49925298	CLCN5	UTR5
X	49925299	49925314	CLCN5	Exon/CDS
X	49925315	50042315	CLCN5	Intron
X	50042316	50042462	CLCN5	Exon/CDS
X	50042463	50069878	CLCN5	Intron
X	50069879	50070030	CLCN5	Exon/CDS
X	50070031	50072488	CLCN5	Intron
X	50072489	50072588	CLCN5	Exon/CDS
X	50072589	50075794	CLCN5	Intron
X	50075795	50075982	CLCN5	Exon/CDS
X	50075983	50080593	CLCN5	Intron
X	50080594	50080716	CLCN5	Exon/CDS
X	50080717	50081640	CLCN5	Intron
X	50081641	50081847	CLCN5	Exon/CDS
X	50081848	50085979	CLCN5	Intron
X	50085980	50086060	CLCN5	Exon/CDS
X	50086061	50086327	CLCN5	Intron
X	50086328	50086870	CLCN5	Exon/CDS
X	50086871	50088697	CLCN5	Intron
X	50088698	50088884	CLCN5	Exon/CDS
X	50088885	50090115	CLCN5	Intron
X	50090116	50090514	CLCN5	Exon/CDS
X	50090515	50090669	CLCN5	Intron
X	50090670	50090886	CLCN5	Exon/CDS
X	50090887	50092128	CLCN5	Intron
X	50092129	50092219	CLCN5	Exon/CDS
X	50092220	50099235	CLCN5	UTR3
X	50099236	50109235	CLCN5	Flanking Down
X	108429745	108439744	COL4A5	Flanking UP
X	108439745	108440125	COL4A5	UTR5
X	108440126	108440206	COL4A5	Exon/CDS
X	108440207	108539745	COL4A5	Intron
X	108539746	108539805	COL4A5	Exon/CDS
X	108539806	108559063	COL4A5	Intron
X	108559064	108559153	COL4A5	Exon/CDS
X	108559154	108563881	COL4A5	Intron
X	108563882	108563926	COL4A5	Exon/CDS
X	108563927	108568628	COL4A5	Intron
X	108568629	108568673	COL4A5	Exon/CDS
X	108568674	108568758	COL4A5	Intron
X	108568759	108568821	COL4A5	Exon/CDS
X	108568822	108571412	COL4A5	Intron
X	108571413	108571466	COL4A5	Exon/CDS
X	108571467	108571810	COL4A5	Intron
X	108571811	108571837	COL4A5	Exon/CDS
X	108571838	108573573	COL4A5	Intron
X	108573574	108573654	COL4A5	Exon/CDS
X	108573655	108575909	COL4A5	Intron
X	108575910	108575972	COL4A5	Exon/CDS
X	108575973	108577951	COL4A5	Intron
X	108577952	108577987	COL4A5	Exon/CDS
X	108577988	108578077	COL4A5	Intron
X	108578078	108578119	COL4A5	Exon/CDS
X	108578120	108578290	COL4A5	Intron
X	108578291	108578383	COL4A5	Exon/CDS
X	108578384	108580532	COL4A5	Intron
X	108580533	108580586	COL4A5	Exon/CDS
X	108580587	108580681	COL4A5	Intron
X	108580682	108580738	COL4A5	Exon/CDS
X	108580739	108580982	COL4A5	Intron
X	108580983	108581027	COL4A5	Exon/CDS
X	108581028	108582883	COL4A5	Intron
X	108582884	108582937	COL4A5	Exon/CDS
X	108582938	108584483	COL4A5	Intron
X	108584484	108584525	COL4A5	Exon/CDS
X	108584526	108586614	COL4A5	Intron
X	108586615	108586747	COL4A5	Exon/CDS
X	108586748	108591057	COL4A5	Intron
X	108591058	108591231	COL4A5	Exon/CDS
X	108591232	108591560	COL4A5	Intron
X	108591561	108591644	COL4A5	Exon/CDS
X	108591645	108595508	COL4A5	Intron
X	108595509	108595601	COL4A5	Exon/CDS
X	108595602	108596997	COL4A5	Intron
X	108596998	108597068	COL4A5	Exon/CDS
X	108597069	108597376	COL4A5	Intron
X	108597377	108597568	COL4A5	Exon/CDS
X	108597569	108598701	COL4A5	Intron
X	108598702	108598870	COL4A5	Exon/CDS
X	108598871	108601392	COL4A5	Intron
X	108601393	108601485	COL4A5	Exon/CDS
X	108601486	108601884	COL4A5	Intron
X	108601885	108601989	COL4A5	Exon/CDS
X	108601990	108602963	COL4A5	Intron
X	108602964	108603061	COL4A5	Exon/CDS
X	108603062	108606741	COL4A5	Intron
X	108606742	108606892	COL4A5	Exon/CDS
X	108606893	108614910	COL4A5	Intron
X	108614911	108615024	COL4A5	Exon/CDS
X	108615025	108620258	COL4A5	Intron
X	108620259	108620426	COL4A5	Exon/CDS
X	108620427	108621802	COL4A5	Intron
X	108621803	108621892	COL4A5	Exon/CDS
X	108621893	108622675	COL4A5	Intron
X	108622676	108622825	COL4A5	Exon/CDS
X	108622826	108624235	COL4A5	Intron
X	108624236	108624334	COL4A5	Exon/CDS
X	108624335	108625704	COL4A5	Intron
X	108625705	108625794	COL4A5	Exon/CDS
X	108625795	108626209	COL4A5	Intron
X	108626210	108626349	COL4A5	Exon/CDS
X	108626350	108655330	COL4A5	Intron
X	108655331	108655457	COL4A5	Exon/CDS
X	108655458	108665506	COL4A5	Intron
X	108665507	108665587	COL4A5	Exon/CDS
X	108665588	108666495	COL4A5	Intron
X	108666496	108666594	COL4A5	Exon/CDS
X	108666595	108667132	COL4A5	Intron
X	108667133	108667183	COL4A5	Exon/CDS
X	108667184	108668318	COL4A5	Intron
X	108668319	108668504	COL4A5	Exon/CDS
X	108668505	108670227	COL4A5	Intron
X	108670228	108670236	COL4A5	Exon/CDS
X	108670237	108674744	COL4A5	Intron
X	108674745	108674753	COL4A5	Exon/CDS
X	108674754	108677499	COL4A5	Intron
X	108677500	108677633	COL4A5	Exon/CDS
X	108677634	108680678	COL4A5	Intron
X	108680679	108680751	COL4A5	Exon/CDS
X	108680752	108680884	COL4A5	Intron
X	108680885	108680956	COL4A5	Exon/CDS
X	108680957	108681759	COL4A5	Intron
X	108681760	108681888	COL4A5	Exon/CDS
X	108681889	108686030	COL4A5	Intron
X	108686031	108686129	COL4A5	Exon/CDS
X	108686130	108687481	COL4A5	Intron
X	108687482	108687694	COL4A5	Exon/CDS
X	108687695	108692747	COL4A5	Intron
X	108692748	108692925	COL4A5	Exon/CDS
X	108692926	108694806	COL4A5	Intron
X	108694807	108694921	COL4A5	Exon/CDS
X	108694922	108695266	COL4A5	Intron
X	108695267	108695439	COL4A5	Exon/CDS
X	108695440	108696296	COL4A5	Intron
X	108696297	108696378	COL4A5	Exon/CDS
X	108696379	108697547	COL4A5	UTR3
X	108697548	108707547	COL4A5	Flanking Down
X	153892531	153902530	AVPR2	Flanking UP
X	153902531	153905145	AVPR2	UTR5
X	153905146	153905170	AVPR2	Exon/CDS
X	153905171	153905531	AVPR2	Intron
X	153905532	153906416	AVPR2	Exon/CDS
X	153906417	153906522	AVPR2	Intron
X	153906523	153906728	AVPR2	Exon/CDS
X	153906729	153907166	AVPR2	UTR3
X	153907167	153917166	AVPR2	Flanking Down
