gene	chrom	exon_start	exon_end	splice_start	splice_end
ERCC5	13	102875307	102875903	102875299	102875911
ERCC6L2	9	95876039	95876084	95876031	95876092
ERCC6L2	9	95880869	95881293	95880861	95881301
ERCC6L2	9	95897849	95897971	95897841	95897979
ERCC6L2	9	95907078	95907271	95907070	95907279
ERCC6L2	9	95915668	95915829	95915660	95915837
ERCC6L2	9	95916227	95916434	95916219	95916442
ERCC6L2	9	95921175	95921315	95921167	95921323
ERCC6L2	9	95922305	95922418	95922297	95922426
ERCC6L2	9	95923260	95923379	95923252	95923387
ERCC6L2	9	95928079	95928150	95928071	95928158
ERCC6L2	9	95928719	95928864	95928711	95928872
ERCC6L2	9	95941454	95941549	95941446	95941557
ERCC6L2	9	95955914	95956013	95955906	95956021
ERCC6L2	9	95966562	95966714	95966554	95966722
ERCC6L2	9	95970576	95970656	95970568	95970664
ERCC6L2	9	95971933	95973088	95971925	95973096
ERCC6L2	9	95978061	95978215	95978053	95978223
ERCC6L2	9	96004520	96004701	96004512	96004709
ERCC6L2	9	96012225	96013203	96012217	96013211
ETV6	12	11650128	11650160	11650120	11650168
ETV6	12	11752450	11752579	11752442	11752587
ETV6	12	11839140	11839304	11839132	11839312
ETV6	12	11853427	11853561	11853419	11853569
ETV6	12	11869424	11869969	11869416	11869977
ETV6	12	11884445	11884587	11884437	11884595
ETV6	12	11885926	11886026	11885918	11886034
ETV6	12	11890941	11891046	11890933	11891054
EXT1	8	118110085	118111046	118110077	118111054
EXT1	8	117837108	117837201	117837100	117837209
EXT1	8	117835444	117835551	117835436	117835559
EXT1	8	117830230	117830349	117830222	117830357
EXT1	8	117822465	117822597	117822457	117822605
EXT1	8	117819676	117819794	117819668	117819802
EXT1	8	117818435	117818530	117818427	117818538
EXT1	8	117812872	117812961	117812864	117812969
EXT1	8	117807217	117807377	117807209	117807385
EXT1	8	117804722	117804893	117804714	117804901
EXT1	8	117799712	117799897	117799704	117799905
EXT2	11	44107713	44108248	44107705	44108256
EXT2	11	44109194	44109283	44109186	44109291
EXT2	11	44114185	44114301	44114177	44114309
EXT2	11	44124789	44124984	44124781	44124992
EXT2	11	44126816	44126955	44126808	44126963
EXT2	11	44130045	44130138	44130037	44130146
EXT2	11	44171611	44171742	44171603	44171750
EXT2	11	44197829	44198018	44197821	44198026
EXT2	11	44206793	44206959	44206785	44206967
EXT2	11	44232353	44232496	44232345	44232504
EXT2	11	44234115	44234243	44234107	44234251
EXT2	11	44236293	44236375	44236285	44236383
EXT2	11	44244149	44244287	44244141	44244295
FAAP100	17	81552166	81552330	81552158	81552338
FAAP100	17	81551928	81552052	81551920	81552060
FAAP100	17	81550248	81551203	81550240	81551211
FAAP100	17	81549206	81549362	81549198	81549370
FAAP100	17	81546909	81547678	81546901	81547686
FAAP100	17	81545746	81545882	81545738	81545890
FAAP100	17	81544004	81544120	81543996	81544128
FAAP100	17	81541309	81541395	81541301	81541403
FAAP100	17	81540819	81540950	81540811	81540958
FAN1	15	30904664	30905897	30904656	30905905
FAN1	15	30908118	30908258	30908110	30908266
FAN1	15	30910614	30910815	30910606	30910823
FAN1	15	30913858	30914091	30913850	30914099
FAN1	15	30918164	30918295	30918156	30918303
FAN1	15	30920545	30920653	30920537	30920661
FAN1	15	30922235	30922354	30922227	30922362
FAN1	15	30925127	30925291	30925119	30925299
FAN1	15	30925789	30925939	30925781	30925947
FAN1	15	30928553	30928656	30928545	30928664
FAN1	15	30929203	30929397	30929195	30929405
FAN1	15	30930543	30930671	30930535	30930679
FAN1	15	30937119	30937256	30937111	30937264
FANCA	16	89816537	89816615	89816529	89816623
FANCA	16	89815877	89815986	89815869	89815994
FANCA	16	89814520	89814613	89814512	89814621
FANCA	16	89810929	89811071	89810921	89811079
FANCA	16	89810707	89810802	89810699	89810810
FANCA	16	89808294	89808367	89808286	89808375
FANCA	16	89805280	89805392	89805272	89805400
FANCA	16	89803259	89803341	89803251	89803349
FANCA	16	89799605	89799638	89799597	89799646
FANCA	16	89799166	89799232	89799158	89799240
FANCA	16	89795906	89796018	89795898	89796026
FANCA	16	89792471	89792547	89792463	89792555
FANCA	16	89791927	89792068	89791919	89792076
FANCA	16	89791403	89791536	89791395	89791544
FANCA	16	89784854	89784964	89784846	89784972
FANCA	16	89783007	89783102	89782999	89783110
FANCA	16	89782859	89782918	89782851	89782926
FANCA	16	89779869	89779957	89779861	89779965
FANCA	16	89778943	89779003	89778935	89779011
FANCA	16	89778801	89778850	89778793	89778858
FANCA	16	89775742	89775815	89775734	89775823
FANCA	16	89773271	89773384	89773263	89773392
FANCA	16	89771678	89771814	89771670	89771822
FANCA	16	89770564	89770634	89770556	89770642
FANCA	16	89770166	89770259	89770158	89770267
FANCA	16	89769837	89770024	89769829	89770032
FANCA	16	89767141	89767237	89767133	89767245
FANCA	16	89764890	89765066	89764882	89765074
FANCA	16	89761949	89762022	89761941	89762030
FANCA	16	89758577	89758705	89758569	89758713
FANCA	16	89752138	89752222	89752130	89752230
FANCA	16	89749730	89749902	89749722	89749910
FANCA	16	89748659	89748767	89748651	89748775
FANCA	16	89746831	89746890	89746823	89746898
FANCA	16	89746584	89746688	89746576	89746696
FANCA	16	89744959	89745071	89744951	89745079
FANCA	16	89742800	89742938	89742792	89742946
FANCA	16	89740804	89740866	89740796	89740874
FANCA	16	89739994	89740099	89739986	89740107
FANCA	16	89739478	89739553	89739470	89739561
FANCA	16	89739133	89739289	89739125	89739297
FANCA	16	89738882	89738974	89738874	89738982
FANCA	16	89738601	89738708	89738593	89738716
FANCB	X	14864560	14865510	14864552	14865518
FANCB	X	14859182	14859334	14859174	14859342
FANCB	X	14857862	14857954	14857854	14857962
FANCB	X	14853039	14853167	14853031	14853175
FANCB	X	14850505	14850674	14850497	14850682
FANCB	X	14844856	14845286	14844848	14845294
FANCB	X	14844503	14844740	14844495	14844748
FANCB	X	14843567	14843981	14843559	14843989
FANCC	9	95249127	95249291	95249119	95249299
FANCC	9	95247432	95247516	95247424	95247524
FANCC	9	95240649	95240743	95240641	95240751
FANCC	9	95172037	95172147	95172029	95172155
FANCC	9	95171079	95171143	95171071	95171151
FANCC	9	95149923	95150087	95149915	95150095
FANCC	9	95135346	95135502	95135338	95135510
FANCC	9	95126529	95126581	95126521	95126589
FANCC	9	95125086	95125185	95125078	95125193
FANCC	9	95117315	95117390	95117307	95117398
FANCC	9	95114629	95114710	95114621	95114718
FANCC	9	95111463	95111637	95111455	95111645
FANCC	9	95107066	95107269	95107058	95107277
FANCC	9	95101707	95101850	95101699	95101858
FANCD2	3	10028658	10028721	10028650	10028729
FANCD2	3	10032832	10032972	10032824	10032980
FANCD2	3	10034469	10034536	10034461	10034544
FANCD2	3	10034695	10034798	10034687	10034806
FANCD2	3	10035173	10035233	10035165	10035241
FANCD2	3	10036287	10036339	10036279	10036347
FANCD2	3	10039279	10039357	10039271	10039365
FANCD2	3	10039721	10039845	10039713	10039853
FANCD2	3	10041623	10041710	10041615	10041718
FANCD2	3	10042559	10042663	10042551	10042671
FANCD2	3	10043050	10043150	10043042	10043158
FANCD2	3	10043484	10043592	10043476	10043600
FANCD2	3	10043829	10043864	10043821	10043872
FANCD2	3	10046580	10046723	10046572	10046731
FANCD2	3	10047917	10048051	10047909	10048059
FANCD2	3	10049374	10049505	10049366	10049513
FANCD2	3	10052387	10052497	10052379	10052505
FANCD2	3	10060294	10060403	10060286	10060411
FANCD2	3	10062151	10062211	10062143	10062219
FANCD2	3	10063792	10063911	10063784	10063919
FANCD2	3	10064356	10064429	10064348	10064437
FANCD2	3	10064729	10064875	10064721	10064883
FANCD2	3	10065394	10065494	10065386	10065502
FANCD2	3	10065864	10065979	10065856	10065987
FANCD2	3	10067209	10067317	10067201	10067325
FANCD2	3	10072871	10072981	10072863	10072989
FANCD2	3	10073253	10073362	10073245	10073370
FANCD2	3	10074530	10074673	10074522	10074681
FANCD2	3	10078081	10078197	10078073	10078205
FANCD2	3	10081100	10081228	10081092	10081236
FANCD2	3	10081346	10081464	10081338	10081472
FANCD2	3	10085812	10085922	10085804	10085930
FANCD2	3	10087134	10087264	10087126	10087272
FANCD2	3	10088449	10088542	10088441	10088550
FANCD2	3	10088828	10088950	10088820	10088958
FANCD2	3	10090292	10090385	10090284	10090393
FANCD2	3	10092181	10092252	10092173	10092260
FANCD2	3	10093285	10093323	10093277	10093331
FANCD2	3	10094289	10094363	10094281	10094371
FANCD2	3	10095200	10095274	10095192	10095282
FANCD2	3	10096326	10096472	10096318	10096480
FANCD2	3	10098720	10098815	10098712	10098823
FANCD2	3	10101188	10101262	10101180	10101270
FANCE	6	35452546	35452793	35452538	35452801
FANCE	6	35455747	35456353	35455739	35456361
FANCE	6	35457556	35457600	35457548	35457608
FANCE	6	35457916	35457984	35457908	35457992
FANCE	6	35458297	35458440	35458289	35458448
FANCE	6	35459331	35459454	35459323	35459462
FANCE	6	35459682	35459760	35459674	35459768
FANCE	6	35460552	35460618	35460544	35460626
FANCE	6	35462789	35462914	35462781	35462922
FANCE	6	35466244	35466345	35466236	35466353
FANCF	11	22624686	22625810	22624678	22625818
FANCG	9	35079441	35079524	35079433	35079532
FANCG	9	35079151	35079241	35079143	35079249
FANCG	9	35078605	35078736	35078597	35078744
FANCG	9	35078141	35078343	35078133	35078351
FANCG	9	35077264	35077399	35077256	35077407
FANCG	9	35076971	35077101	35076963	35077109
FANCG	9	35076724	35076870	35076716	35076878
FANCG	9	35076432	35076583	35076424	35076591
FANCG	9	35075962	35076028	35075954	35076036
FANCG	9	35075465	35075754	35075457	35075762
FANCG	9	35075279	35075325	35075271	35075333
FANCG	9	35074927	35075082	35074919	35075090
FANCG	9	35074371	35074494	35074363	35074502
FANCG	9	35074108	35074216	35074100	35074224
FANCI	15	89247648	89247731	89247640	89247739
FANCI	15	89258704	89258776	89258696	89258784
FANCI	15	89260713	89260843	89260705	89260851
FANCI	15	89261585	89261741	89261577	89261749
FANCI	15	89261821	89261878	89261813	89261886
FANCI	15	89263419	89263460	89263411	89263468
FANCI	15	89263903	89264026	89263895	89264034
FANCI	15	89264522	89264607	89264514	89264615
FANCI	15	89268399	89268525	89268391	89268533
FANCI	15	89273377	89273469	89273369	89273477
FANCI	15	89274168	89274304	89274160	89274312
FANCI	15	89276711	89276891	89276703	89276899
FANCI	15	89278687	89278774	89278679	89278782
FANCI	15	89281170	89281300	89281162	89281308
FANCI	15	89281765	89281835	89281757	89281843
FANCI	15	89283136	89283250	89283128	89283258
FANCI	15	89285096	89285218	89285088	89285226
FANCI	15	89290213	89290281	89290205	89290289
FANCI	15	89291613	89291714	89291605	89291722
FANCI	15	89292688	89292864	89292680	89292872
FANCI	15	89292942	89293063	89292934	89293071
FANCI	15	89293833	89293997	89293825	89294005
FANCI	15	89294915	89295094	89294907	89295102
FANCI	15	89299800	89299966	89299792	89299974
FANCI	15	89300300	89300385	89300292	89300393
FANCI	15	89301326	89301442	89301318	89301450
FANCI	15	89303864	89303915	89303856	89303923
FANCI	15	89305115	89305242	89305107	89305250
FANCI	15	89305341	89305409	89305333	89305417
FANCI	15	89305605	89305698	89305597	89305706
FANCI	15	89306007	89306194	89305999	89306202
FANCI	15	89307476	89307529	89307468	89307537
FANCI	15	89307613	89307672	89307605	89307680
FANCI	15	89312904	89312972	89312896	89312980
FANCI	15	89314612	89314707	89314604	89314715
FANCI	15	89315282	89315389	89315274	89315397
FANCI	15	89316397	89316459	89316389	89316467
FANCL	2	58241218	58241313	58241210	58241321
FANCL	2	58232054	58232112	58232046	58232120
FANCL	2	58229814	58229874	58229806	58229882
FANCL	2	58226728	58226784	58226720	58226792
FANCL	2	58221942	58222042	58221934	58222050
FANCL	2	58204130	58204226	58204122	58204234
FANCL	2	58198594	58198662	58198586	58198670
FANCL	2	58165724	58165874	58165716	58165882
FANCL	2	58163434	58163517	58163426	58163525
FANCL	2	58163029	58163074	58163021	58163082
FANCL	2	58162866	58162947	58162858	58162955
FANCL	2	58161522	58161638	58161514	58161646
FANCL	2	58160108	58160179	58160100	58160187
FANCL	2	58159765	58159800	58159757	58159808
FANCM	14	45136032	45136539	45136024	45136547
FANCM	14	45137069	45137241	45137061	45137249
FANCM	14	45140632	45140709	45140624	45140717
FANCM	14	45148837	45148995	45148829	45149003
FANCM	14	45151397	45151528	45151389	45151536
FANCM	14	45153920	45154052	45153912	45154060
FANCM	14	45154697	45154822	45154689	45154830
FANCM	14	45155373	45155459	45155365	45155467
FANCM	14	45159096	45159280	45159088	45159288
FANCM	14	45164359	45164565	45164351	45164573
FANCM	14	45166950	45167163	45166942	45167171
FANCM	14	45170589	45170746	45170581	45170754
FANCM	14	45173055	45173210	45173047	45173218
FANCM	14	45175071	45176976	45175063	45176984
FANCM	14	45181430	45181524	45181422	45181532
FANCM	14	45181637	45181705	45181629	45181713
FANCM	14	45183774	45183902	45183766	45183910
FANCM	14	45185217	45185373	45185209	45185381
FANCM	14	45187781	45187887	45187773	45187895
FANCM	14	45188802	45189362	45188794	45189370
FANCM	14	45196172	45196547	45196164	45196555
FANCM	14	45198644	45198935	45198636	45198943
FANCM	14	45199870	45200008	45199862	45200016
FAS	10	88990877	88990906	88990869	88990914
FAS	10	89003029	89003194	89003021	89003202
FAS	10	89007700	89007837	89007692	89007845
FAS	10	89008889	89008997	89008881	89009005
FAS	10	89010539	89010600	89010531	89010608
FAS	10	89010753	89010815	89010745	89010823
FAS	10	89011999	89012081	89011991	89012089
FAS	10	89013343	89013367	89013335	89013375
FAS	10	89014119	89014450	89014111	89014458
FH	1	241519591	241519722	241519583	241519730
FH	1	241517182	241517316	241517174	241517324
FH	1	241513603	241513713	241513595	241513721
FH	1	241511967	241512143	241511959	241512151
FH	1	241508603	241508785	241508595	241508793
FH	1	241506003	241506168	241505995	241506176
FH	1	241504042	241504245	241504034	241504253
FH	1	241502443	241502570	241502435	241502578
FH	1	241500437	241500590	241500429	241500598
FH	1	241497828	241497970	241497820	241497978
FLCN	17	17227889	17228137	17227881	17228145
FLCN	17	17226176	17226322	17226168	17226330
FLCN	17	17223922	17224143	17223914	17224151
FLCN	17	17222501	17222661	17222493	17222669
FLCN	17	17221537	17221628	17221529	17221636
FLCN	17	17219019	17219209	17219011	17219217
FLCN	17	17217069	17217182	17217061	17217190
FLCN	17	17216380	17216503	17216372	17216511
FLCN	17	17215185	17215316	17215177	17215324
FLCN	17	17214985	17215090	17214977	17215098
FLCN	17	17213655	17213856	17213647	17213864
G6PC3	17	44070966	44071183	44070958	44071191
G6PC3	17	44074160	44074266	44074152	44074274
G6PC3	17	44074680	44074770	44074672	44074778
G6PC3	17	44074969	44075087	44074961	44075095
G6PC3	17	44075310	44075451	44075302	44075459
G6PC3	17	44075680	44076043	44075672	44076051
GALNT12	9	98807699	98808069	98807691	98808077
GALNT12	9	98823256	98823425	98823248	98823433
GALNT12	9	98826752	98826941	98826744	98826949
GALNT12	9	98831772	98831957	98831764	98831965
GALNT12	9	98835249	98835366	98835241	98835374
GALNT12	9	98836972	98837148	98836964	98837156
GALNT12	9	98840002	98840133	98839994	98840141
GALNT12	9	98844096	98844209	98844088	98844217
GALNT12	9	98845977	98846123	98845969	98846131
GALNT12	9	98848952	98849092	98848944	98849100
GATA1	X	48791110	48791329	48791102	48791337
GATA1	X	48791844	48792221	48791836	48792229
GATA1	X	48792323	48792468	48792315	48792476
GATA1	X	48793172	48793297	48793164	48793305
GATA1	X	48793793	48794164	48793785	48794172
GATA2	3	128486803	128487031	128486795	128487039
GATA2	3	128485727	128486368	128485719	128486376
GATA2	3	128483860	128484005	128483852	128484013
GATA2	3	128481819	128481944	128481811	128481952
GATA2	3	128481019	128481318	128481011	128481326
GBA1	1	155241086	155241112	155241078	155241120
GBA1	1	155240630	155240717	155240622	155240725
GBA1	1	155239886	155240077	155239878	155240085
GBA1	1	155239616	155239762	155239608	155239770
GBA1	1	155238517	155238650	155238509	155238658
GBA1	1	155238134	155238306	155238126	155238314
GBA1	1	155237341	155237578	155237333	155237586
GBA1	1	155236245	155236469	155236237	155236477
GBA1	1	155235681	155235844	155235673	155235852
GBA1	1	155235195	155235311	155235187	155235319
GBA1	1	155234995	155235100	155234987	155235108
GFI1	1	92483373	92483487	92483365	92483495
GFI1	1	92482864	92483046	92482856	92483054
GFI1	1	92480601	92481088	92480593	92481096
GFI1	1	92480348	92480485	92480340	92480493
GFI1	1	92478588	92478753	92478580	92478761
GFI1	1	92476029	92476207	92476021	92476215
GPC3	X	133985275	133985449	133985267	133985457
GPC3	X	133953050	133953211	133953042	133953219
GPC3	X	133753482	133754176	133753474	133754184
GPC3	X	133699895	133700028	133699887	133700036
GPC3	X	133692369	133692494	133692361	133692502
GPC3	X	133661730	133661850	133661722	133661858
GPC3	X	133596440	133596599	133596432	133596607
GPC3	X	133536124	133536293	133536116	133536301
GPR161	1	168104477	168104850	168104469	168104858
GPR161	1	168096508	168097232	168096500	168097240
GPR161	1	168090564	168090668	168090556	168090676
GPR161	1	168087585	168087704	168087577	168087712
GPR161	1	168085531	168085796	168085523	168085804
GRB10	7	50732272	50732322	50732264	50732330
GRB10	7	50703821	50703908	50703813	50703916
GRB10	7	50674436	50674658	50674428	50674666
GRB10	7	50669722	50669863	50669714	50669871
GRB10	7	50626822	50626978	50626814	50626986
GRB10	7	50619170	50619285	50619162	50619293
GRB10	7	50618071	50618139	50618063	50618147
GRB10	7	50616210	50616347	50616202	50616355
GRB10	7	50614770	50614880	50614762	50614888
GRB10	7	50612741	50612839	50612733	50612847
GRB10	7	50606337	50606414	50606329	50606422
GRB10	7	50605290	50605406	50605282	50605414
GRB10	7	50604311	50604377	50604303	50604385
GRB10	7	50603998	50604085	50603990	50604093
GRB10	7	50595437	50595530	50595429	50595538
GRB10	7	50592952	50593098	50592944	50593106
GREM1	15	32730691	32731245	32730683	32731253
GSKIP	14	96382248	96382505	96382240	96382513
GSKIP	14	96385523	96385684	96385515	96385692
HAX1	1	154272724	154272776	154272716	154272784
HAX1	1	154273336	154273598	154273328	154273606
HAX1	1	154273774	154273961	154273766	154273969
HAX1	1	154274950	154275001	154274942	154275009
HAX1	1	154275154	154275260	154275146	154275268
HAX1	1	154275393	154275483	154275385	154275491
HAX1	1	154275616	154275701	154275608	154275709
HLA-A	6	29942554	29942626	29942546	29942634
HLA-A	6	29942757	29943026	29942749	29943034
HLA-A	6	29943268	29943543	29943260	29943551
HLA-A	6	29944122	29944397	29944114	29944405
HLA-A	6	29944500	29944616	29944492	29944624
HLA-A	6	29945059	29945091	29945051	29945099
HLA-A	6	29945234	29945281	29945226	29945289
HLA-A	6	29945451	29945455	29945443	29945463
HLA-B	6	31357086	31357158	31357078	31357166
HLA-B	6	31356688	31356957	31356680	31356965
HLA-B	6	31356167	31356442	31356159	31356450
HLA-B	6	31355317	31355592	31355309	31355600
HLA-B	6	31355107	31355223	31355099	31355231
HLA-B	6	31354633	31354665	31354625	31354673
HLA-B	6	31354483	31354526	31354475	31354534
HLA-C	6	31271999	31272071	31271991	31272079
HLA-C	6	31271599	31271868	31271591	31271876
HLA-C	6	31271073	31271348	31271065	31271356
HLA-C	6	31270210	31270485	31270202	31270493
HLA-C	6	31269966	31270085	31269958	31270093
HLA-C	6	31269493	31269525	31269485	31269533
HLA-C	6	31269338	31269385	31269330	31269393
HLA-C	6	31269169	31269173	31269161	31269181
HLA-DPA1	6	33073471	33073570	33073463	33073578
HLA-DPA1	6	33069641	33069886	33069633	33069894
HLA-DPA1	6	33069019	33069300	33069011	33069308
HLA-DPA1	6	33068650	33068804	33068642	33068812
HLA-DQA1	6	32637459	32637540	32637451	32637548
HLA-DQA1	6	32641310	32641558	32641302	32641566
HLA-DQA1	6	32641972	32642253	32641964	32642261
HLA-DQA1	6	32642610	32642764	32642602	32642772
HLA-DQB1	6	32666499	32666607	32666491	32666615
HLA-DQB1	6	32664798	32665067	32664790	32665075
HLA-DQB1	6	32661967	32662248	32661959	32662256
HLA-DQB1	6	32661347	32661457	32661339	32661465
HLA-DQB1	6	32660236	32660249	32660228	32660257
HLA-DRB1	6	32589643	32589742	32589635	32589750
HLA-DRB1	6	32584109	32584378	32584101	32584386
HLA-DRB1	6	32581557	32581838	32581549	32581846
HLA-DRB1	6	32580746	32580856	32580738	32580864
HLA-DRB1	6	32580247	32580270	32580239	32580278
HLA-DRB1	6	32579091	32579104	32579083	32579112
HMBS	11	119085034	119085066	119085026	119085074
HMBS	11	119088255	119088308	119088247	119088316
HMBS	11	119088635	119088707	119088627	119088715
HMBS	11	119089082	119089131	119089074	119089139
HMBS	11	119089217	119089272	119089209	119089280
HMBS	11	119089683	119089760	119089675	119089768
HMBS	11	119089990	119090067	119089982	119090075
HMBS	11	119090190	119090265	119090182	119090273
HMBS	11	119091413	119091526	119091405	119091534
HMBS	11	119092125	119092163	119092117	119092171
HMBS	11	119092404	119092523	119092396	119092531
HMBS	11	119092758	119092811	119092750	119092819
HMBS	11	119092935	119093021	119092927	119093029
HMBS	11	119093110	119093283	119093102	119093291
HOXB13	17	48727993	48728593	48727985	48728601
HOXB13	17	48726790	48727043	48726782	48727051
HRAS	11	534212	534322	534204	534330
HRAS	11	533766	533944	533758	533952
HRAS	11	533453	533612	533445	533620
HRAS	11	532636	532755	532628	532763
IGF2	11	2135367	2135523	2135359	2135531
IGF2	11	2133517	2133665	2133509	2133673
IGF2	11	2132987	2133223	2132979	2133231
IKZF1	7	50319062	50319101	50319054	50319109
IKZF1	7	50327638	50327757	50327630	50327765
IKZF1	7	50376533	50376793	50376525	50376801
IKZF1	7	50382540	50382707	50382532	50382715
IKZF1	7	50387345	50387470	50387337	50387478
IKZF1	7	50391729	50391863	50391721	50391871
IKZF1	7	50399918	50400627	50399910	50400635
ITK	5	157180978	157181115	157180970	157181123
ITK	5	157208889	157208993	157208881	157209001
ITK	5	157211287	157211368	157211279	157211376
ITK	5	157214191	157214319	157214183	157214327
ITK	5	157217867	157217907	157217859	157217915
ITK	5	157222863	157223014	157222855	157223022
ITK	5	157228296	157228361	157228288	157228369
ITK	5	157232340	157232394	157232332	157232402
ITK	5	157238109	157238191	157238101	157238199
ITK	5	157240062	157240195	157240054	157240203
ITK	5	157241646	157241720	157241638	157241728
ITK	5	157243623	157243794	157243615	157243802
ITK	5	157244262	157244478	157244254	157244486
ITK	5	157245726	157245790	157245718	157245798
ITK	5	157245881	157245999	157245873	157246007
ITK	5	157248850	157249007	157248842	157249015
ITK	5	157252607	157252678	157252599	157252686
KCNQ1	11	2445099	2445484	2445091	2445492
KCNQ1	11	2527928	2528018	2527920	2528026
KCNQ1	11	2570628	2570754	2570620	2570762
KCNQ1	11	2571325	2571403	2571317	2571411
KCNQ1	11	2572013	2572109	2572005	2572117
KCNQ1	11	2572846	2572986	2572838	2572994
KCNQ1	11	2583435	2583545	2583427	2583553
KCNQ1	11	2585212	2585307	2585204	2585315
KCNQ1	11	2587570	2587692	2587562	2587700
KCNQ1	11	2588713	2588854	2588705	2588862
KCNQ1	11	2661961	2662081	2661953	2662089
KCNQ1	11	2768844	2768919	2768836	2768927
KCNQ1	11	2775960	2776054	2775952	2776062
KCNQ1	11	2776986	2777032	2776978	2777040
KCNQ1	11	2777976	2778037	2777968	2778045
KCNQ1	11	2847767	2848003	2847759	2848011
KIF1B	1	10232329	10232434	10232321	10232442
KIF1B	1	10256247	10256323	10256239	10256331
KIF1B	1	10258493	10258672	10258485	10258680
KIF1B	1	10261905	10261970	10261897	10261978
KIF1B	1	10267380	10267558	10267372	10267566
KIF1B	1	10268152	10268263	10268144	10268271
KIF1B	1	10271502	10271579	10271494	10271587
KIF1B	1	10272241	10272306	10272233	10272314
KIF1B	1	10273014	10273031	10273006	10273039
KIF1B	1	10275428	10275503	10275420	10275511
KIF1B	1	10276321	10276399	10276313	10276407
KIF1B	1	10277986	10278128	10277978	10278136
KIF1B	1	10279097	10279138	10279089	10279146
KIF1B	1	10282322	10282533	10282314	10282541
KIF1B	1	10291082	10291161	10291074	10291169
KIF1B	1	10292047	10292122	10292039	10292130
KIF1B	1	10295086	10295165	10295078	10295173
KIF1B	1	10295660	10295766	10295652	10295774
KIF1B	1	10296582	10296665	10296574	10296673
KIF1B	1	10296897	10297077	10296889	10297085
KIF1B	1	10297174	10297246	10297166	10297254
KIF1B	1	10320043	10320136	10320035	10320144
KIF1B	1	10321709	10321857	10321701	10321865
KIF1B	1	10323884	10324062	10323876	10324070
KIF1B	1	10324758	10324895	10324750	10324903
KIF1B	1	10326111	10326359	10326103	10326367
KIF1B	1	10334520	10334638	10334512	10334646
KIF1B	1	10336657	10336742	10336649	10336750
KIF1B	1	10337074	10337203	10337066	10337211
KIF1B	1	10337371	10337533	10337363	10337541
KIF1B	1	10339769	10339859	10339761	10339867
KIF1B	1	10342050	10342168	10342042	10342176
KIF1B	1	10343232	10343287	10343224	10343295
KIF1B	1	10345845	10345953	10345837	10345961
KIF1B	1	10347761	10347827	10347753	10347835
KIF1B	1	10348649	10348733	10348641	10348741
KIF1B	1	10352631	10352736	10352623	10352744
KIF1B	1	10360929	10361043	10360921	10361051
KIF1B	1	10361692	10361825	10361684	10361833
KIF1B	1	10363283	10363344	10363275	10363352
KIF1B	1	10365100	10365245	10365092	10365253
KIF1B	1	10365409	10365648	10365401	10365656
KIF1B	1	10368467	10368538	10368459	10368546
KIF1B	1	10371141	10371262	10371133	10371270
KIF1B	1	10374316	10374465	10374308	10374473
KIF1B	1	10374854	10375046	10374846	10375054
KIF1B	1	10375255	10375373	10375247	10375381
KIF1B	1	10376545	10376587	10376537	10376595
KIT	4	54658015	54658081	54658007	54658089
KIT	4	54695512	54695781	54695504	54695789
KIT	4	54698284	54698565	54698276	54698573
KIT	4	54699630	54699766	54699622	54699774
KIT	4	54703724	54703892	54703716	54703900
KIT	4	54707098	54707287	54707090	54707295
KIT	4	54709424	54709539	54709416	54709547
KIT	4	54723584	54723698	54723576	54723706
KIT	4	54725857	54726050	54725849	54726058
KIT	4	54727218	54727324	54727210	54727332
KIT	4	54727416	54727542	54727408	54727550
KIT	4	54727823	54727927	54727815	54727935
KIT	4	54728011	54728121	54728003	54728129
KIT	4	54729335	54729485	54729327	54729493
KIT	4	54731328	54731419	54731320	54731427
KIT	4	54731871	54731998	54731863	54732006
KIT	4	54733070	54733192	54733062	54733200
KIT	4	54736498	54736609	54736490	54736617
KIT	4	54736721	54736820	54736713	54736828
KIT	4	54737175	54737280	54737167	54737288
KIT	4	54738429	54738557	54738421	54738565
KLLN	10	87861951	87862487	87861943	87862495
KRAS	12	25245274	25245384	25245266	25245392
KRAS	12	25227234	25227412	25227226	25227420
KRAS	12	25225614	25225773	25225606	25225781
KRAS	12	25209795	25209911	25209787	25209919
L3MBTL1	20	43513504	43513639	43513496	43513647
L3MBTL1	20	43513838	43514061	43513830	43514069
L3MBTL1	20	43514635	43514776	43514627	43514784
L3MBTL1	20	43515009	43515159	43515001	43515167
L3MBTL1	20	43515292	43515415	43515284	43515423
L3MBTL1	20	43516093	43516177	43516085	43516185
L3MBTL1	20	43528657	43528745	43528649	43528753
L3MBTL1	20	43529264	43529368	43529256	43529376
L3MBTL1	20	43530284	43530419	43530276	43530427
L3MBTL1	20	43530798	43530889	43530790	43530897
L3MBTL1	20	43532773	43532924	43532765	43532932
L3MBTL1	20	43533342	43533418	43533334	43533426
L3MBTL1	20	43534008	43534093	43534000	43534101
L3MBTL1	20	43534284	43534394	43534276	43534402
L3MBTL1	20	43534828	43534942	43534820	43534950
L3MBTL1	20	43535837	43535936	43535829	43535944
L3MBTL1	20	43536097	43536294	43536089	43536302
L3MBTL1	20	43536409	43536458	43536401	43536466
L3MBTL1	20	43540151	43540308	43540143	43540316
L3MBTL1	20	43540753	43540815	43540745	43540823
L3MBTL1	20	43540934	43541128	43540926	43541136
LIG4	13	108208533	108211268	108208525	108211276
